         Google	              -
             we	              -	         O	         O	         O	         O	         O	      S-A0	         O	         O	         O	         O	         O	         O
      emphasize	      emphasize	         O	         O	         O	         O	         O	       S-V	         O	         O	         O	         O	         O	         O
           that	              -	         O	         O	         O	         O	         O	      B-A1	         O	         O	         O	         O	         O	         O
             we	              -	         O	         O	         O	         O	         O	      I-A1	      S-A0	         O	         O	         O	         O	         O
             do	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	         O	         O
            not	              -	         O	         O	         O	         O	         O	      I-A1	  S-AM-NEG	         O	         O	         O	         O	         O
           hold	           hold	         O	         O	         O	         O	         O	      I-A1	       S-V	         O	         O	         O	         O	         O
           that	              -	         O	         O	         O	         O	         O	      I-A1	      B-A1	         O	         O	         O	         O	         O
            the	              -	         O	         O	         O	         O	         O	      I-A1	      I-A1	      B-A0	         O	         O	         O	         O
          trial	              -	         O	         O	         O	         O	         O	      I-A1	      I-A1	      I-A0	         O	         O	         O	         O
          court	              -	         O	         O	         O	         O	         O	      I-A1	      I-A1	      E-A0	         O	         O	         O	         O
           must	              -	         O	         O	         O	         O	         O	      I-A1	      I-A1	  S-AM-MOD	         O	         O	         O	         O
   mechanically	              -	         O	         O	         O	         O	         O	      I-A1	      I-A1	  S-AM-MNR	         O	         O	         O	         O
       decrease	       decrease	         O	         O	         O	         O	         O	      I-A1	      I-A1	       S-V	         O	         O	         O	         O
              a	              -	         O	         O	         O	         O	         O	      I-A1	      I-A1	      B-A1	         O	         O	         O	         O
      supported	      supported	         O	         O	         O	         O	         O	      I-A1	      I-A1	      I-A1	       S-V	         O	         O	         O
         spouse	              -	         O	         O	         O	         O	         O	      I-A1	      I-A1	      I-A1	      S-A1	         O	         O	         O
             's	              -	         O	         O	         O	         O	         O	      I-A1	      I-A1	      I-A1	         O	         O	         O	         O
          award	              -	         O	         O	         O	         O	         O	      I-A1	      I-A1	      E-A1	         O	         O	         O	         O
             by	              -	         O	         O	         O	         O	         O	      I-A1	      I-A1	  B-AM-MNR	         O	         O	         O	         O
            the	              -	         O	         O	         O	         O	         O	      I-A1	      I-A1	  I-AM-MNR	         O	         O	         O	         O
         amount	              -	         O	         O	         O	         O	         O	      I-A1	      I-A1	  I-AM-MNR	         O	         O	         O	         O
             of	              -	         O	         O	         O	         O	         O	      I-A1	      I-A1	  I-AM-MNR	         O	         O	         O	         O
            any	              -	         O	         O	         O	         O	         O	      I-A1	      I-A1	  I-AM-MNR	         O	      B-A1	         O	         O
          gifts	              -	         O	         O	         O	         O	         O	      I-A1	      I-A1	  I-AM-MNR	         O	      E-A1	         O	         O
       received	       received	         O	         O	         O	         O	         O	      I-A1	      E-A1	  E-AM-MNR	         O	       S-V	         O	         O
              ,	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	         O	         O
             or	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	         O	         O
           even	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	         O	         O
           that	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	         O	         O
            the	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	      B-A0	         O
          trial	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	      I-A0	         O
          court	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	      E-A0	         O
         should	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	  S-AM-MOD	         O
             in	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	  B-AM-LOC	         O
          every	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	  I-AM-LOC	         O
           case	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	  E-AM-LOC	         O
       consider	       consider	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	       S-V	         O
           such	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	      B-A1	         O
          gifts	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	      E-A1	         O
             in	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	      B-A2	         O
    determining	    determining	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	      I-A2	       S-V
            the	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	      I-A2	      B-A1
    appropriate	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	      I-A2	      I-A1
          level	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	      I-A2	      I-A1
             of	              -	         O	         O	         O	         O	         O	      I-A1	         O	         O	         O	         O	      I-A2	      I-A1
        support	              -	         O	         O	         O	         O	         O	      E-A1	         O	         O	         O	         O	      E-A2	      E-A1
              .	              -	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O	         O

         Rather	              -	  S-AM-DIS	         O	         O	         O
              ,	              -	         O	         O	         O	         O
             we	              -	      S-A0	         O	         O	         O
           hold	           hold	       S-V	         O	         O	         O
           only	              -	  S-AM-ADV	         O	         O	         O
           that	              -	      B-A1	         O	         O	         O
             it	              -	      I-A1	         O	         O	         O
             is	              -	      I-A1	         O	         O	         O
         within	              -	      I-A1	         O	         O	         O
            the	              -	      I-A1	         O	         O	         O
          trial	              -	      I-A1	         O	         O	         O
          court	              -	      I-A1	         O	         O	         O
             's	              -	      I-A1	         O	         O	         O
          broad	              -	      I-A1	         O	         O	         O
     discretion	              -	      I-A1	         O	         O	         O
             to	              -	      I-A1	         O	         O	         O
       consider	       consider	      I-A1	       S-V	         O	         O
       evidence	              -	      I-A1	      B-A1	         O	         O
             of	              -	      I-A1	      I-A1	         O	         O
       monetary	              -	      I-A1	      I-A1	         O	         O
          gifts	              -	      I-A1	      E-A1	         O	         O
             as	              -	      I-A1	         O	         O	         O
            one	              -	      I-A1	         O	         O	         O
         factor	              -	      I-A1	         O	         O	         O
              ,	              -	      I-A1	         O	         O	         O
       together	              -	      I-A1	         O	         O	         O
           with	              -	      I-A1	         O	         O	         O
       evidence	              -	      I-A1	         O	      S-A1	         O
     pertaining	     pertaining	      I-A1	         O	       S-V	         O
             to	              -	      I-A1	         O	      B-A2	         O
            all	              -	      I-A1	         O	      I-A2	         O
             of	              -	      I-A1	         O	      I-A2	         O
            the	              -	      I-A1	         O	      I-A2	         O
          other	              -	      I-A1	         O	      I-A2	         O
        section	              -	      I-A1	         O	      I-A2	         O
           4320	              -	      I-A1	         O	      I-A2	         O
        factors	              -	      I-A1	         O	      E-A2	         O
              ,	              -	      I-A1	         O	         O	         O
             in	              -	      I-A1	         O	         O	         O
    determining	    determining	      I-A1	         O	         O	       S-V
            the	              -	      I-A1	         O	         O	      B-A1
    appropriate	              -	      I-A1	         O	         O	      I-A1
        spousal	              -	      I-A1	         O	         O	      I-A1
        support	              -	      I-A1	         O	         O	      I-A1
          award	              -	      E-A1	         O	         O	      E-A1
              .	              -	         O	         O	         O	         O

              [	              -
              7	              -
              ]	              -

             c.	              -	         O	         O	         O
            The	              -	      B-A0	         O	         O
          court	              -	      E-A0	         O	         O
     determined	     determined	       S-V	         O	         O
           that	              -	      B-A1	         O	         O
       Michelle	              -	      I-A1	      B-A0	      B-A1
             's	              -	      I-A1	      I-A0	      I-A1
         benign	              -	      I-A1	      I-A0	      I-A1
          tumor	              -	      I-A1	      E-A0	      E-A1
          would	              -	      I-A1	  S-AM-MOD	         O
            not	              -	      I-A1	  S-AM-NEG	         O
         affect	         affect	      I-A1	       S-V	         O
            her	              -	      I-A1	      B-A1	      S-A1
        ability	              -	      I-A1	      I-A1	         O
             to	              -	      I-A1	      I-A1	         O
         become	         become	      I-A1	      I-A1	       S-V
self-supporting	              -	      E-A1	      E-A1	      S-A2

            New	              -	      B-A0	      B-A0	         O
    information	              -	      E-A0	      I-A0	         O
     concerning	     concerning	       S-V	      I-A0	         O
       Michelle	              -	      B-A1	      I-A0	         O
             's	              -	      I-A1	      I-A0	         O
         health	              -	      E-A1	      E-A0	         O
    constituted	    constituted	         O	       S-V	         O
              a	              -	         O	      B-A1	         O
         change	              -	         O	      I-A1	         O
             of	              -	         O	      I-A1	         O
  circumstances	              -	         O	      I-A1	         O
     supporting	     supporting	         O	      I-A1	       S-V
            the	              -	         O	      I-A1	      B-A1
          court	              -	         O	      I-A1	      I-A1
             's	              -	         O	      I-A1	      I-A1
   modification	              -	         O	      I-A1	      I-A1
             of	              -	         O	      I-A1	      I-A1
            the	              -	         O	      I-A1	      I-A1
        spousal	              -	         O	      I-A1	      I-A1
        support	              -	         O	      I-A1	      I-A1
          award	              -	         O	      E-A1	      E-A1
              .	              -	         O	         O	         O

        Section	              -	      B-A0	         O	         O
           4320	              -	      I-A0	         O	         O
              ,	              -	      I-A0	         O	         O
    subdivision	              -	      I-A0	         O	         O
              (	              -	      I-A0	         O	         O
              k	              -	      I-A0	         O	         O
              )	              -	      E-A0	         O	         O
       provides	       provides	       S-V	         O	         O
           that	              -	      B-A1	         O	         O
            the	              -	      I-A1	      B-A0	      B-A0
          court	              -	      I-A1	      E-A0	      E-A0
           must	              -	      I-A1	  S-AM-MOD	         O
       consider	       consider	      I-A1	       S-V	         O
            the	              -	      I-A1	      B-A1	         O
         health	              -	      I-A1	      I-A1	         O
             of	              -	      I-A1	      I-A1	         O
            the	              -	      I-A1	      I-A1	         O
        parties	              -	      I-A1	      E-A1	         O
             in	              -	      I-A1	  B-AM-MNR	         O
       ordering	       ordering	      I-A1	  I-AM-MNR	       S-V
        spousal	              -	      I-A1	  I-AM-MNR	      B-A1
        support	              -	      E-A1	  E-AM-MNR	      E-A1
              .	              -	         O	         O	         O

              (	              -	         O
            See	            See	       S-V
              ,	              -	         O
           e.g.	              -	      S-A1
              ,	              -	         O
             In	              -	      B-A1
             re	              -	      I-A1
       Marriage	              -	      I-A1
             of	              -	      I-A1
       Brantner	              -	      I-A1
              (	              -	      I-A1
           1977	              -	      I-A1
              )	              -	      I-A1
             67	              -	      I-A1
           Cal.	              -	      I-A1
         App.3d	              -	      I-A1
            416	              -	      I-A1
              ,	              -	      I-A1
            417	              -	      I-A1
              ,	              -	      I-A1
            136	              -	      I-A1
           Cal.	              -	      I-A1
           Rptr	              -	      E-A1
              .	              -	         O

            635	              -	         O	         O	         O	         O
              [	              -	         O	         O	         O	         O
     concluding	     concluding	       S-V	         O	         O	         O
          trial	              -	      B-A0	      B-A0	      B-A0	         O
          court	              -	      E-A0	      E-A0	      E-A0	         O
         abused	         abused	         O	       S-V	         O	         O
            its	              -	      B-A1	      B-A1	         O	         O
     discretion	              -	      I-A1	      E-A1	         O	         O
             in	              -	      I-A1	      B-A2	         O	         O
       reducing	       reducing	      I-A1	      I-A2	       S-V	         O
        spousal	              -	      I-A1	      I-A2	      B-A1	         O
        support	              -	      I-A1	      I-A2	      I-A1	         O
             in	              -	      I-A1	      I-A2	      I-A1	         O
           view	              -	      I-A1	      I-A2	      I-A1	         O
             of	              -	      I-A1	      I-A2	      E-A1	         O
              ,	              -	      I-A1	      I-A2	         O	         O
          among	              -	      I-A1	      I-A2	         O	         O
          other	              -	      I-A1	      I-A2	         O	         O
        factors	              -	      E-A1	      E-A2	         O	         O
              ,	              -	         O	         O	         O	         O
            the	              -	         O	         O	         O	         O
    possibility	              -	         O	         O	         O	         O
            the	              -	         O	         O	         O	      B-A1
         former	              -	         O	         O	         O	      I-A1
         spouse	              -	         O	         O	         O	      E-A1
          might	              -	         O	         O	         O	  S-AM-MOD
         become	         become	         O	         O	         O	       S-V
          blind	              -	         O	         O	         O	      S-A2
             in	              -	         O	         O	         O	  B-AM-TMP
            the	              -	         O	         O	         O	  I-AM-TMP
           near	              -	         O	         O	         O	  I-AM-TMP
         future	              -	         O	         O	         O	  I-AM-TMP
              ]	              -	         O	         O	         O	  E-AM-TMP
              .	              -	         O	         O	         O	         O

              )	              -

             In	              -	  B-AM-LOC	         O	         O	         O	         O
            its	              -	  I-AM-LOC	         O	         O	         O	         O
       original	              -	  I-AM-LOC	         O	         O	         O	         O
       judgment	              -	  E-AM-LOC	         O	         O	         O	         O
              ,	              -	         O	         O	         O	         O	         O
            the	              -	      B-A0	         O	         O	         O	         O
          trial	              -	      I-A0	         O	         O	         O	         O
          court	              -	      E-A0	         O	         O	         O	         O
          noted	          noted	       S-V	         O	         O	         O	         O
           that	              -	      B-A1	         O	         O	         O	         O
       Michelle	              -	      I-A1	         O	      B-A0	         O	         O
             's	              -	      I-A1	         O	      I-A0	         O	         O
        earning	        earning	      I-A1	       S-V	      I-A0	         O	         O
       capacity	              -	      I-A1	      S-A0	      E-A0	         O	         O
            was	              -	      I-A1	         O	         O	         O	         O
            not	              -	      I-A1	         O	         O	         O	         O
     sufficient	              -	      I-A1	         O	         O	         O	         O
             to	              -	      I-A1	         O	         O	         O	         O
           meet	           meet	      I-A1	         O	       S-V	         O	         O
            her	              -	      I-A1	         O	      B-A1	         O	         O
          needs	              -	      I-A1	         O	      E-A1	         O	         O
        because	              -	      I-A1	         O	         O	         O	         O
              ,	              -	      I-A1	         O	         O	         O	         O
          among	              -	      I-A1	         O	         O	         O	  B-AM-DIS
          other	              -	      I-A1	         O	         O	         O	  I-AM-DIS
        reasons	              -	      I-A1	         O	         O	         O	  E-AM-DIS
              ,	              -	      I-A1	         O	         O	         O	         O
            the	              -	      I-A1	         O	         O	      B-A0	         O
          court	              -	      I-A1	         O	         O	      E-A0	         O
            was	              -	      I-A1	         O	         O	         O	         O
         unable	              -	      I-A1	         O	         O	         O	         O
             to	              -	      I-A1	         O	         O	         O	         O
      determine	      determine	      I-A1	         O	         O	       S-V	         O
            the	              -	      I-A1	         O	         O	      B-A1	      B-A1
         effect	              -	      I-A1	         O	         O	      I-A1	      E-A1
            her	              -	      I-A1	         O	         O	      I-A1	      B-A0
         health	              -	      I-A1	         O	         O	      I-A1	      E-A0
          might	              -	      I-A1	         O	         O	      I-A1	  S-AM-MOD
           have	           have	      I-A1	         O	         O	      I-A1	       S-V
             on	              -	      I-A1	         O	         O	      I-A1	      B-A1
            her	              -	      I-A1	         O	         O	      I-A1	      E-A1
             in	              -	      I-A1	         O	         O	      I-A1	  B-AM-TMP
            the	              -	      I-A1	         O	         O	      I-A1	  I-AM-TMP
         future	              -	      E-A1	         O	         O	      E-A1	  E-AM-TMP
              .	              -	         O	         O	         O	         O	         O

             At	              -	         O	      B-A1
            the	              -	         O	      I-A1
        hearing	              -	         O	      I-A1
             on	              -	         O	      I-A1
          which	              -	         O	      I-A1
            the	              -	      B-A1	      I-A1
        initial	              -	      I-A1	      I-A1
        support	              -	      I-A1	      I-A1
          order	              -	      E-A1	      I-A1
            was	              -	         O	      I-A1
          based	          based	       S-V	      E-A1
              ,	              -	         O	         O
            the	              -	         O	      B-A0
          court	              -	         O	      E-A0
         stated	         stated	         O	       S-V
              :	              -	         O	         O

              "	              -
             As	              -
            far	              -
             as	              -
            the	              -
            age	              -
            and	              -
         health	              -
             of	              -
            the	              -
        parties	              -
              .	              -

              .	              -

              .	              -

              .	              -

              [	              -	         O	         O	         O	         O	         O	         O
              ]	              -	         O	         O	         O	         O	         O	         O
             As	              -	         O	         O	         O	         O	         O	         O
            far	              -	         O	         O	         O	         O	         O	         O
             as	              -	         O	         O	         O	         O	         O	         O
              [	              -	         O	         O	         O	         O	         O	         O
       Michelle	              -	         O	         O	         O	         O	         O	         O
              ]	              -	         O	         O	         O	         O	         O	         O
              ,	              -	         O	         O	         O	         O	         O	         O
          there	              -	         O	         O	         O	         O	         O	         O
            was	              -	         O	         O	         O	         O	         O	         O
    significant	              -	      B-A1	         O	         O	         O	         O	         O
       evidence	              -	      E-A1	         O	         O	         O	         O	         O
      submitted	      submitted	       S-V	         O	         O	         O	         O	         O
           that	              -	      B-A1	         O	         O	         O	         O	         O
            she	              -	      I-A1	      S-A0	         O	         O	         O	         O
            has	            has	      I-A1	       S-V	         O	         O	         O	         O
     depression	              -	      I-A1	      B-A1	         O	         O	         O	         O
              ,	              -	      I-A1	      I-A1	         O	         O	         O	         O
          which	              -	      I-A1	      I-A1	         O	         O	         O	         O
            the	              -	      I-A1	      I-A1	      B-A0	         O	      B-A0	      B-A0
          Court	              -	      I-A1	      I-A1	      E-A0	         O	      E-A0	      E-A0
           does	              -	      I-A1	      I-A1	         O	         O	         O	         O
            not	              -	      I-A1	      I-A1	  S-AM-NEG	         O	         O	         O
           feel	           feel	      I-A1	      I-A1	       S-V	         O	         O	         O
             is	              -	      I-A1	      I-A1	      B-A1	         O	         O	         O
          going	          going	      I-A1	      I-A1	      I-A1	       S-V	  S-AM-MOD	         O
             to	              -	      I-A1	      I-A1	      I-A1	      B-A2	         O	         O
      interfere	      interfere	      I-A1	      I-A1	      I-A1	      I-A2	       S-V	         O
           with	              -	      I-A1	      I-A1	      I-A1	      I-A2	      B-A1	         O
            her	              -	      I-A1	      I-A1	      I-A1	      I-A2	      I-A1	      S-A0
        ability	              -	      I-A1	      I-A1	      I-A1	      I-A2	      I-A1	         O
             to	              -	      I-A1	      I-A1	      I-A1	      I-A2	      I-A1	         O
           gain	           gain	      I-A1	      I-A1	      I-A1	      I-A2	      I-A1	       S-V
     employment	              -	      E-A1	      E-A1	      E-A1	      E-A2	      E-A1	      S-A1
              .	              -	         O	         O	         O	         O	         O	         O

        However	              -	  S-AM-DIS	         O	         O
              ,	              -	         O	         O	         O
            she	              -	      S-A0	         O	         O
           does	              -	         O	         O	         O
           also	              -	  S-AM-DIS	         O	         O
           have	           have	       S-V	         O	         O
              a	              -	      B-A1	      B-A0	         O
         benign	              -	      I-A1	      I-A0	         O
          tumor	              -	      I-A1	      E-A0	         O
              ,	              -	      I-A1	         O	         O
          which	              -	      I-A1	    S-R-A0	         O
       requires	       requires	      I-A1	       S-V	         O
            her	              -	      I-A1	      B-A1	      S-A0
             to	              -	      I-A1	      I-A1	         O
       maintain	       maintain	      I-A1	      I-A1	       S-V
     medication	              -	      E-A1	      E-A1	      S-A1
              .	              -	         O	         O	         O

            And	              -	         O	         O	         O	         O
           that	              -	         O	         O	         O	         O
             is	              -	         O	         O	         O	         O
            her	              -	         O	         O	         O	         O
            her	              -	         O	         O	         O	         O
         health	              -	         O	         O	         O	         O
             is	              -	         O	         O	         O	         O
             an	              -	         O	         O	         O	         O
        unknown	              -	         O	         O	         O	         O
         factor	              -	         O	         O	         O	         O
              ,	              -	         O	         O	         O	         O
      therefore	              -	         O	         O	         O	         O
              ,	              -	         O	         O	         O	         O
            and	              -	         O	         O	         O	         O
             as	              -	         O	         O	         O	         O
            far	              -	         O	         O	         O	         O
             as	              -	         O	         O	         O	         O
            the	              -	         O	         O	         O	         O
         effect	              -	         O	         O	         O	         O
             it	              -	         O	         O	         O	         O
           will	              -	  S-AM-MOD	         O	         O	         O
           have	           have	       S-V	         O	         O	         O
             on	              -	      B-A1	         O	         O	         O
            her	              -	      E-A1	         O	         O	         O
             in	              -	         O	         O	         O	         O
            the	              -	         O	         O	         O	         O
         future	              -	         O	         O	         O	         O
            and	              -	         O	         O	         O	         O
           also	              -	         O	         O	         O	         O
            the	              -	         O	      B-A1	         O	         O
         effect	              -	         O	      E-A1	         O	         O
             it	              -	         O	      S-A0	         O	         O
           will	              -	         O	  S-AM-MOD	         O	         O
           have	           have	         O	       S-V	         O	         O
             on	              -	         O	         O	         O	         O
            her	              -	         O	         O	         O	         O
             on	              -	         O	         O	         O	         O
            her	              -	         O	         O	      S-A0	         O
        ability	              -	         O	         O	         O	         O
             to	              -	         O	         O	         O	         O
         obtain	         obtain	         O	         O	       S-V	         O
         health	              -	         O	         O	      B-A1	      B-A1
      insurance	              -	         O	         O	      I-A1	      E-A1
             to	              -	         O	         O	      I-A1	         O
             be	              -	         O	         O	      I-A1	         O
        insured	        insured	         O	         O	      E-A1	       S-V
              .	              -	         O	         O	         O	         O

              "	              -

             In	              -	         O	  B-AM-LOC	         O	         O
            the	              -	         O	  I-AM-LOC	         O	         O
          April	              -	         O	  I-AM-LOC	         O	         O
           2005	              -	         O	  I-AM-LOC	         O	         O
          order	              -	         O	  I-AM-LOC	         O	         O
      modifying	      modifying	       S-V	  I-AM-LOC	         O	         O
            the	              -	      B-A1	  I-AM-LOC	         O	         O
       original	              -	      I-A1	  I-AM-LOC	         O	         O
        support	              -	      I-A1	  I-AM-LOC	         O	         O
          order	              -	      E-A1	  E-AM-LOC	         O	         O
              ,	              -	         O	         O	         O	         O
            the	              -	         O	      B-A0	         O	         O
          trial	              -	         O	      I-A0	         O	         O
          court	              -	         O	      E-A0	         O	         O
      concluded	      concluded	         O	       S-V	         O	         O
           that	              -	         O	      B-A1	         O	         O
       Michelle	              -	         O	      I-A1	      B-A0	         O
             's	              -	         O	      I-A1	      I-A0	         O
         benign	              -	         O	      I-A1	      I-A0	         O
          tumor	              -	         O	      I-A1	      E-A0	         O
            did	              -	         O	      I-A1	         O	         O
            not	              -	         O	      I-A1	  S-AM-NEG	         O
         affect	         affect	         O	      I-A1	       S-V	         O
            her	              -	         O	      I-A1	      B-A1	         O
        ability	              -	         O	      I-A1	      I-A1	         O
             to	              -	         O	      I-A1	      I-A1	         O
         become	         become	         O	      I-A1	      I-A1	       S-V
self-supporting	              -	         O	      E-A1	      E-A1	      S-A2
              .	              -	         O	         O	         O	         O

           This	              -	      B-A1
        finding	              -	      E-A1
            was	              -	         O
      supported	      supported	       S-V
             by	              -	      B-A0
            the	              -	      I-A0
       findings	              -	      I-A0
             of	              -	      I-A0
            Dr.	              -	      E-A0

        Jeffrey	              -	      B-A0
        Sandler	              -	      E-A0
              ,	              -	         O
            who	              -	    S-R-A0
      performed	      performed	       S-V
            the	              -	      B-A1
    independent	              -	      I-A1
        medical	              -	      I-A1
    examination	              -	      I-A1
             of	              -	      I-A1
       Michelle	              -	      E-A1
              .	              -	         O

             In	              -	         O	  B-AM-LOC	         O	         O
              a	              -	      B-A1	  I-AM-LOC	         O	         O
         letter	              -	      E-A1	  I-AM-LOC	         O	         O
          dated	          dated	       S-V	  I-AM-LOC	         O	         O
       December	              -	      B-A2	  I-AM-LOC	         O	         O
             14	              -	      I-A2	  I-AM-LOC	         O	         O
              ,	              -	      I-A2	  I-AM-LOC	         O	         O
           2004	              -	      E-A2	  E-AM-LOC	         O	         O
              ,	              -	         O	         O	         O	         O
        Sandler	              -	         O	      S-A0	         O	         O
         stated	         stated	         O	       S-V	         O	         O
           that	              -	         O	      B-A1	         O	         O
       Michelle	              -	         O	      I-A1	      B-A0	         O
            655	              -	         O	      I-A1	      I-A0	         O
           *655	              -	         O	      I-A1	      E-A0	         O
            was	              -	         O	      I-A1	         O	         O
           able	              -	         O	      I-A1	         O	         O
             to	              -	         O	      I-A1	         O	         O
           work	           work	         O	      I-A1	       S-V	         O
             on	              -	         O	      I-A1	  B-AM-MNR	         O
              a	              -	         O	      I-A1	  I-AM-MNR	         O
           full	              -	         O	      I-A1	  I-AM-MNR	         O
           time	              -	         O	      I-A1	  I-AM-MNR	         O
          basis	              -	         O	      I-A1	  E-AM-MNR	         O
            and	              -	         O	      I-A1	         O	         O
           that	              -	         O	      I-A1	         O	         O
            she	              -	         O	      I-A1	         O	      S-A0
            had	            had	         O	      I-A1	         O	       S-V
             no	              -	         O	      I-A1	         O	      B-A1
        current	              -	         O	      I-A1	         O	      I-A1
           work	              -	         O	      I-A1	         O	      I-A1
   restrictions	              -	         O	      E-A1	         O	      E-A1
              .	              -	         O	         O	         O	         O

        Sandler	              -	      S-A0	         O
            did	              -	         O	         O
            not	              -	  S-AM-NEG	         O
     anticipate	     anticipate	       S-V	         O
           that	              -	      B-A1	         O
          there	              -	      I-A1	         O
          would	              -	      I-A1	         O
             be	              -	      I-A1	         O
            any	              -	      I-A1	         O
         change	              -	      I-A1	         O
             in	              -	      I-A1	         O
       Michelle	              -	      I-A1	         O
             's	              -	      I-A1	         O
       physical	              -	      I-A1	         O
      condition	              -	      I-A1	         O
             in	              -	      I-A1	         O
            the	              -	      I-A1	         O
         future	              -	      I-A1	         O
           that	              -	      I-A1	    S-R-A0
          would	              -	      I-A1	  S-AM-MOD
         affect	         affect	      I-A1	       S-V
            her	              -	      I-A1	      B-A1
        ability	              -	      I-A1	      I-A1
             to	              -	      I-A1	      I-A1
          work.	              -	      E-A1	      E-A1

           Thus	              -	         O	  S-AM-DIS	         O	  S-AM-DIS	         O	         O	         O
              ,	              -	         O	         O	         O	         O	         O	         O	         O
          while	              -	         O	  B-AM-TMP	         O	  B-AM-ADV	         O	         O	         O
             in	              -	         O	  I-AM-TMP	         O	  I-AM-ADV	         O	         O	         O
           2003	              -	         O	  E-AM-TMP	         O	  I-AM-ADV	         O	         O	         O
              ,	              -	         O	         O	         O	  I-AM-ADV	         O	         O	         O
            the	              -	      B-A0	         O	         O	  I-AM-ADV	         O	         O	         O
          court	              -	      E-A0	         O	         O	  I-AM-ADV	         O	         O	         O
            was	              -	         O	         O	         O	  I-AM-ADV	         O	         O	         O
              "	              -	         O	         O	         O	  I-AM-ADV	         O	         O	         O
         unable	              -	         O	         O	         O	  I-AM-ADV	         O	         O	         O
             to	              -	         O	         O	         O	  I-AM-ADV	         O	         O	         O
      determine	      determine	       S-V	         O	         O	  I-AM-ADV	         O	         O	         O
              "	              -	      B-A1	         O	         O	  I-AM-ADV	         O	         O	         O
            the	              -	      I-A1	      B-A1	         O	  I-AM-ADV	         O	         O	         O
         effect	              -	      I-A1	      E-A1	         O	  I-AM-ADV	         O	         O	         O
            the	              -	      I-A1	      B-A0	         O	  I-AM-ADV	         O	         O	         O
          tumor	              -	      I-A1	      E-A0	         O	  I-AM-ADV	         O	         O	         O
          would	              -	      I-A1	  S-AM-MOD	         O	  I-AM-ADV	         O	         O	         O
           have	           have	      I-A1	       S-V	         O	  I-AM-ADV	         O	         O	         O
             on	              -	      I-A1	      B-A1	         O	  I-AM-ADV	         O	         O	         O
       Michelle	              -	      I-A1	      I-A1	      B-A0	  I-AM-ADV	         O	         O	         O
             's	              -	      I-A1	      I-A1	      E-A0	  I-AM-ADV	         O	         O	         O
        ability	              -	      I-A1	      I-A1	         O	  I-AM-ADV	         O	         O	         O
             to	              -	      I-A1	      I-A1	         O	  I-AM-ADV	         O	         O	         O
           work	           work	      I-A1	      I-A1	       S-V	  I-AM-ADV	         O	         O	         O
              ,	              -	      I-A1	      I-A1	         O	  I-AM-ADV	         O	         O	         O
             by	              -	      I-A1	      I-A1	  B-AM-TMP	  I-AM-ADV	         O	         O	         O
          April	              -	      I-A1	      I-A1	  I-AM-TMP	  I-AM-ADV	         O	         O	         O
           2005	              -	      I-A1	      E-A1	  E-AM-TMP	  E-AM-ADV	         O	         O	         O
              ,	              -	      I-A1	         O	         O	         O	         O	         O	         O
            the	              -	      I-A1	         O	         O	      B-A0	      B-A0	         O	         O
          court	              -	      I-A1	         O	         O	      E-A0	      E-A0	         O	         O
            had	            had	      I-A1	         O	         O	       S-V	         O	         O	         O
     sufficient	              -	      I-A1	         O	         O	      B-A1	         O	         O	         O
    information	              -	      I-A1	         O	         O	      I-A1	         O	         O	         O
             to	              -	      I-A1	         O	         O	      I-A1	         O	         O	         O
      determine	      determine	      I-A1	         O	         O	      I-A1	       S-V	         O	         O
           that	              -	      I-A1	         O	         O	      I-A1	      B-A1	         O	         O
       Michelle	              -	      I-A1	         O	         O	      I-A1	      I-A1	      B-A0	         O
             's	              -	      I-A1	         O	         O	      I-A1	      I-A1	      I-A0	         O
          tumor	              -	      I-A1	         O	         O	      I-A1	      I-A1	      E-A0	         O
          would	              -	      I-A1	         O	         O	      I-A1	      I-A1	  S-AM-MOD	         O
            not	              -	      I-A1	         O	         O	      I-A1	      I-A1	  S-AM-NEG	         O
